ID;Kategorie;Name;Beschreibung (Freischaltbedingung);Motiv-Beschreibung;Tier / Rarität;Einsatzorte
B142;Land;Land: Kanada;Freigeschaltet fuer einen dokumentierten Besuch.;Ahornblatt, geometrisch vereinfacht;je nach Sammelstand;Aufnaeher, Gravur, Stempelfeld, Scratch Map
B143;Land;Land: USA;Freigeschaltet fuer einen dokumentierten Besuch.;Freiheitsstatue-Fackel, vereinfachte Flammenform;je nach Sammelstand;Aufnaeher, Gravur, Stempelfeld, Scratch Map
B144;Land;Land: Mexiko;Freigeschaltet fuer einen dokumentierten Besuch.;Stufenpyramide, Chichen-Itza-Kontur;je nach Sammelstand;Aufnaeher, Gravur, Stempelfeld, Scratch Map
B145;Land;Land: Belize;Freigeschaltet fuer einen dokumentierten Besuch.;Stufenpyramide, klein und schlicht;je nach Sammelstand;Aufnaeher, Gravur, Stempelfeld, Scratch Map
B146;Land;Land: Costa Rica;Freigeschaltet fuer einen dokumentierten Besuch.;Regenwaldblatt mit Papageienschwung;je nach Sammelstand;Aufnaeher, Gravur, Stempelfeld, Scratch Map
B147;Land;Land: El Salvador;Freigeschaltet fuer einen dokumentierten Besuch.;Stufenpyramide, klein und schlicht;je nach Sammelstand;Aufnaeher, Gravur, Stempelfeld, Scratch Map
B148;Land;Land: Guatemala;Freigeschaltet fuer einen dokumentierten Besuch.;Stufenpyramide, klein und schlicht;je nach Sammelstand;Aufnaeher, Gravur, Stempelfeld, Scratch Map
B149;Land;Land: Honduras;Freigeschaltet fuer einen dokumentierten Besuch.;Stufenpyramide, klein und schlicht;je nach Sammelstand;Aufnaeher, Gravur, Stempelfeld, Scratch Map
B150;Land;Land: Nicaragua;Freigeschaltet fuer einen dokumentierten Besuch.;Stufenpyramide, klein und schlicht;je nach Sammelstand;Aufnaeher, Gravur, Stempelfeld, Scratch Map
B151;Land;Land: Panama;Freigeschaltet fuer einen dokumentierten Besuch.;Stufenpyramide, klein und schlicht;je nach Sammelstand;Aufnaeher, Gravur, Stempelfeld, Scratch Map
B152;Land;Land: Antigua und Barbuda;Freigeschaltet fuer einen dokumentierten Besuch.;Palme ueber Wellenband;je nach Sammelstand;Aufnaeher, Gravur, Stempelfeld, Scratch Map
B153;Land;Land: Bahamas;Freigeschaltet fuer einen dokumentierten Besuch.;Palme ueber Wellenband;je nach Sammelstand;Aufnaeher, Gravur, Stempelfeld, Scratch Map
B154;Land;Land: Barbados;Freigeschaltet fuer einen dokumentierten Besuch.;Palme ueber Wellenband;je nach Sammelstand;Aufnaeher, Gravur, Stempelfeld, Scratch Map
B155;Land;Land: Dominica;Freigeschaltet fuer einen dokumentierten Besuch.;Palme ueber Wellenband;je nach Sammelstand;Aufnaeher, Gravur, Stempelfeld, Scratch Map
B156;Land;Land: Dominikanische Republik;Freigeschaltet fuer einen dokumentierten Besuch.;Palme ueber Wellenband;je nach Sammelstand;Aufnaeher, Gravur, Stempelfeld, Scratch Map
B157;Land;Land: Grenada;Freigeschaltet fuer einen dokumentierten Besuch.;Palme ueber Wellenband;je nach Sammelstand;Aufnaeher, Gravur, Stempelfeld, Scratch Map
B158;Land;Land: Haiti;Freigeschaltet fuer einen dokumentierten Besuch.;Palme ueber Wellenband;je nach Sammelstand;Aufnaeher, Gravur, Stempelfeld, Scratch Map
B159;Land;Land: Jamaika;Freigeschaltet fuer einen dokumentierten Besuch.;Palme ueber Wellenband;je nach Sammelstand;Aufnaeher, Gravur, Stempelfeld, Scratch Map
B160;Land;Land: Kuba;Freigeschaltet fuer einen dokumentierten Besuch.;Oldtimer-Silhouette, runde Kotfluegel;je nach Sammelstand;Aufnaeher, Gravur, Stempelfeld, Scratch Map
B161;Land;Land: St. Kitts und Nevis;Freigeschaltet fuer einen dokumentierten Besuch.;Palme ueber Wellenband;je nach Sammelstand;Aufnaeher, Gravur, Stempelfeld, Scratch Map
B162;Land;Land: St. Lucia;Freigeschaltet fuer einen dokumentierten Besuch.;Palme ueber Wellenband;je nach Sammelstand;Aufnaeher, Gravur, Stempelfeld, Scratch Map
B163;Land;Land: St. Vincent und die Grenadinen;Freigeschaltet fuer einen dokumentierten Besuch.;Palme ueber Wellenband;je nach Sammelstand;Aufnaeher, Gravur, Stempelfeld, Scratch Map
B164;Land;Land: Trinidad und Tobago;Freigeschaltet fuer einen dokumentierten Besuch.;Palme ueber Wellenband;je nach Sammelstand;Aufnaeher, Gravur, Stempelfeld, Scratch Map
B165;Land;Land: Argentinien;Freigeschaltet fuer einen dokumentierten Besuch.;Gletscherzacken ueber Wasserlinie;je nach Sammelstand;Aufnaeher, Gravur, Stempelfeld, Scratch Map
B166;Land;Land: Bolivien;Freigeschaltet fuer einen dokumentierten Besuch.;Lama-Silhouette vor Gipfelreihe;je nach Sammelstand;Aufnaeher, Gravur, Stempelfeld, Scratch Map
B167;Land;Land: Brasilien;Freigeschaltet fuer einen dokumentierten Besuch.;Christus-Statue, ausgebreitete Arme, vereinfacht;je nach Sammelstand;Aufnaeher, Gravur, Stempelfeld, Scratch Map
B168;Land;Land: Chile;Freigeschaltet fuer einen dokumentierten Besuch.;Andenkette, schmale Gipfelreihe;je nach Sammelstand;Aufnaeher, Gravur, Stempelfeld, Scratch Map
B169;Land;Land: Ecuador;Freigeschaltet fuer einen dokumentierten Besuch.;Vulkankegel auf Aequatorlinie;je nach Sammelstand;Aufnaeher, Gravur, Stempelfeld, Scratch Map
B170;Land;Land: Guyana;Freigeschaltet fuer einen dokumentierten Besuch.;Fluss-Maeander durch Blattwerk;je nach Sammelstand;Aufnaeher, Gravur, Stempelfeld, Scratch Map
B171;Land;Land: Kolumbien;Freigeschaltet fuer einen dokumentierten Besuch.;Kaffeeterrassen, wellenfoermige Reihen;je nach Sammelstand;Aufnaeher, Gravur, Stempelfeld, Scratch Map
B172;Land;Land: Paraguay;Freigeschaltet fuer einen dokumentierten Besuch.;Gletscherzacke ueber Steppen-Horizont;je nach Sammelstand;Aufnaeher, Gravur, Stempelfeld, Scratch Map
B173;Land;Land: Peru;Freigeschaltet fuer einen dokumentierten Besuch.;Machu Picchu Terrassen-Silhouette mit Gipfel;je nach Sammelstand;Aufnaeher, Gravur, Stempelfeld, Scratch Map
B174;Land;Land: Suriname;Freigeschaltet fuer einen dokumentierten Besuch.;Fluss-Maeander durch Blattwerk;je nach Sammelstand;Aufnaeher, Gravur, Stempelfeld, Scratch Map
B175;Land;Land: Uruguay;Freigeschaltet fuer einen dokumentierten Besuch.;Gletscherzacke ueber Steppen-Horizont;je nach Sammelstand;Aufnaeher, Gravur, Stempelfeld, Scratch Map
B176;Land;Land: Venezuela;Freigeschaltet fuer einen dokumentierten Besuch.;Lama-Silhouette vor Gipfelreihe;je nach Sammelstand;Aufnaeher, Gravur, Stempelfeld, Scratch Map
B177;Land;Land: Australien;Freigeschaltet fuer einen dokumentierten Besuch.;Opernhaus-Segel-Silhouette;je nach Sammelstand;Aufnaeher, Gravur, Stempelfeld, Scratch Map
B178;Land;Land: Fidschi;Freigeschaltet fuer einen dokumentierten Besuch.;Korallenriff-Wellenlinie;je nach Sammelstand;Aufnaeher, Gravur, Stempelfeld, Scratch Map
B179;Land;Land: Kiribati;Freigeschaltet fuer einen dokumentierten Besuch.;Atoll-Ringform von oben;je nach Sammelstand;Aufnaeher, Gravur, Stempelfeld, Scratch Map
B180;Land;Land: Marshallinseln;Freigeschaltet fuer einen dokumentierten Besuch.;Atoll-Ringform von oben;je nach Sammelstand;Aufnaeher, Gravur, Stempelfeld, Scratch Map
B181;Land;Land: Mikronesien;Freigeschaltet fuer einen dokumentierten Besuch.;Atoll-Ringform von oben;je nach Sammelstand;Aufnaeher, Gravur, Stempelfeld, Scratch Map
B182;Land;Land: Nauru;Freigeschaltet fuer einen dokumentierten Besuch.;Atoll-Ringform von oben;je nach Sammelstand;Aufnaeher, Gravur, Stempelfeld, Scratch Map
B183;Land;Land: Neuseeland;Freigeschaltet fuer einen dokumentierten Besuch.;Fjord-Silhouette mit Bergzacken und Wasserlinie;je nach Sammelstand;Aufnaeher, Gravur, Stempelfeld, Scratch Map
B184;Land;Land: Palau;Freigeschaltet fuer einen dokumentierten Besuch.;Atoll-Ringform von oben;je nach Sammelstand;Aufnaeher, Gravur, Stempelfeld, Scratch Map
B185;Land;Land: Papua-Neuguinea;Freigeschaltet fuer einen dokumentierten Besuch.;Korallenriff-Wellenlinie;je nach Sammelstand;Aufnaeher, Gravur, Stempelfeld, Scratch Map
B186;Land;Land: Salomonen;Freigeschaltet fuer einen dokumentierten Besuch.;Korallenriff-Wellenlinie;je nach Sammelstand;Aufnaeher, Gravur, Stempelfeld, Scratch Map
B187;Land;Land: Samoa;Freigeschaltet fuer einen dokumentierten Besuch.;Auslegerkanu-Silhouette auf Wellenlinie;je nach Sammelstand;Aufnaeher, Gravur, Stempelfeld, Scratch Map
B188;Land;Land: Tonga;Freigeschaltet fuer einen dokumentierten Besuch.;Auslegerkanu-Silhouette auf Wellenlinie;je nach Sammelstand;Aufnaeher, Gravur, Stempelfeld, Scratch Map
B189;Land;Land: Tuvalu;Freigeschaltet fuer einen dokumentierten Besuch.;Auslegerkanu-Silhouette auf Wellenlinie;je nach Sammelstand;Aufnaeher, Gravur, Stempelfeld, Scratch Map
B190;Land;Land: Vanuatu;Freigeschaltet fuer einen dokumentierten Besuch.;Korallenriff-Wellenlinie;je nach Sammelstand;Aufnaeher, Gravur, Stempelfeld, Scratch Map
B191;Region;Skandinavien-Sammler;Freigeschaltet fuer alle nordischen Laender besucht.;Tannenreihe unter Nordlicht-Wellenband;Silber;Aufnaeher, Kapitelseite, Regionsfeld
B192;Region;Baltikum-Trio;Freigeschaltet fuer Estland, Lettland und Litauen besucht.;drei Leuchttuerme in einer Reihe;Silber;Aufnaeher, Kapitelseite, Regionsfeld
B193;Region;Balkan-Entdecker;Freigeschaltet fuer mind. 5 Balkanlaender besucht.;Bergzackenkette mit Bruecke;Silber;Aufnaeher, Kapitelseite, Regionsfeld
B194;Region;Benelux komplett;Freigeschaltet fuer Belgien, Niederlande, Luxemburg besucht.;drei verschraenkte Kreise;Silber;Aufnaeher, Kapitelseite, Regionsfeld
B195;Region;Alpenueberquerer;Freigeschaltet fuer Schweiz, Oesterreich und ein weiteres Alpenland besucht.;drei gestaffelte Gipfel;Silber;Aufnaeher, Kapitelseite, Regionsfeld
B196;Region;Karibik-Insulaner;Freigeschaltet fuer mind. 4 karibische Inseln besucht.;Palmenreihe auf Wellenband;Silber;Aufnaeher, Kapitelseite, Regionsfeld
B197;Region;Anden-Wanderer;Freigeschaltet fuer mind. 3 Andenlaender besucht.;Zackenkette mit Lama-Silhouette;Silber;Aufnaeher, Kapitelseite, Regionsfeld
B198;Region;Amazonas-Reisender;Freigeschaltet fuer in mind. 2 Amazonaslaendern gewesen.;Fluss-Maeander durch Blattwerk;Silber;Aufnaeher, Kapitelseite, Regionsfeld
B199;Region;Ostafrika-Safari;Freigeschaltet fuer mind. 3 ostafrikanische Laender besucht.;Akazie vor Sonnenscheibe;Silber;Aufnaeher, Kapitelseite, Regionsfeld
B200;Region;Westafrika-Entdecker;Freigeschaltet fuer mind. 3 westafrikanische Laender besucht.;geometrisches Musterband;Silber;Aufnaeher, Kapitelseite, Regionsfeld
B201;Region;Suedostasien-Backpacker;Freigeschaltet fuer mind. 5 suedostasiatische Laender besucht.;Tempeldach mit Palmwedel;Silber;Aufnaeher, Kapitelseite, Regionsfeld
B202;Region;Zentralasien-Pionier;Freigeschaltet fuer mind. 3 zentralasiatische Laender besucht.;Jurten-Kuppel mit Gipfeln;Silber;Aufnaeher, Kapitelseite, Regionsfeld
B203;Region;Arabische-Halbinsel-Kenner;Freigeschaltet fuer mind. 3 Golfstaaten besucht.;Halbmond ueber Duenenwelle;Silber;Aufnaeher, Kapitelseite, Regionsfeld
B204;Region;Himalaya-Bezwinger;Freigeschaltet fuer Nepal, Bhutan oder Indien-Himalayaregion besucht.;Zackenkette mit Gebetsfahnen;Silber;Aufnaeher, Kapitelseite, Regionsfeld
B205;Region;Ozeanien-Segler;Freigeschaltet fuer Australien, Neuseeland oder eine Pazifikinsel besucht.;Wellenspirale;Silber;Aufnaeher, Kapitelseite, Regionsfeld
B206;Region;Mittelmeer-Rundreise;Freigeschaltet fuer 5 Mittelmeer-Anrainerstaaten besucht.;Olivenzweig ueber Kuestenwelle;Silber;Aufnaeher, Kapitelseite, Regionsfeld
B207;Region;Kaukasus-Grenzgaenger;Freigeschaltet fuer Georgien, Armenien oder Aserbaidschan besucht.;Gipfel mit Turmsilhouette;Silber;Aufnaeher, Kapitelseite, Regionsfeld
B208;Region;Seidenstrasse-Reisender;Freigeschaltet fuer mind. 3 Laender entlang der historischen Seidenstrasse besucht.;Kamel-Silhouette auf Duenenwelle;Silber;Aufnaeher, Kapitelseite, Regionsfeld
B209;Region;Fjord-Fan;Freigeschaltet fuer Norwegen und Neuseeland besucht.;V-foermige Fjordlinie;Silber;Aufnaeher, Kapitelseite, Regionsfeld
B210;Region;Wueste-und-Oase;Freigeschaltet fuer Sahara- und Arabien-Wueste besucht.;Duene mit Palmen-Oase;Silber;Aufnaeher, Kapitelseite, Regionsfeld
B211;Region;Inselhuepfer Mittelmeer;Freigeschaltet fuer 3 Mittelmeerinseln besucht.;drei kleine Inselformen;Silber;Aufnaeher, Kapitelseite, Regionsfeld
B212;Region;Vulkanroute Pazifik;Freigeschaltet fuer 3 Laender im pazifischen Feuerring besucht.;Vulkankegel mit Rauchlinie;Silber;Aufnaeher, Kapitelseite, Regionsfeld
B213;Region;Regenwald-Trio;Freigeschaltet fuer Amazonas-, Kongo- und Suedostasien-Regenwald besucht.;drei verschraenkte Blattformen;Silber;Aufnaeher, Kapitelseite, Regionsfeld
B214;Region;Steppen-Durchquerer;Freigeschaltet fuer Mongolei und ein weiteres Steppenland besucht.;weites Graslinien-Band;Silber;Aufnaeher, Kapitelseite, Regionsfeld
B215;Region;Polarlicht-Jaeger;Freigeschaltet fuer Nordlicht in mind. 2 Laendern gesehen.;gruenes Wellenband am Nachthimmel;Silber;Aufnaeher, Kapitelseite, Regionsfeld
B216;Region;Wuestenkoenigreiche;Freigeschaltet fuer Marokko, Jordanien und ein Golfstaat besucht.;Kasbah-Zinnen-Silhouette;Silber;Aufnaeher, Kapitelseite, Regionsfeld
B217;Region;Korallendreieck;Freigeschaltet fuer Indonesien, Malaysia oder Philippinen mit Riff-Erlebnis.;Korallenaest-Muster;Silber;Aufnaeher, Kapitelseite, Regionsfeld
B218;Region;Weinregionen-Tour;Freigeschaltet fuer 3 bekannte Weinbauregionen weltweit besucht.;Rebstock-Ranke, geschwungen;Silber;Aufnaeher, Kapitelseite, Regionsfeld
B219;Region;Teeroute Asien;Freigeschaltet fuer China, Japan und ein weiteres Teeanbauland besucht.;Teeblatt-Kontur, doppelt;Silber;Aufnaeher, Kapitelseite, Regionsfeld
B220;Region;Kaffeeguertel;Freigeschaltet fuer Kolumbien, Aethiopien oder Vietnam besucht.;Kaffeebohnen-Paar;Silber;Aufnaeher, Kapitelseite, Regionsfeld
B221;Meilenstein;Meilenstein: Erste Reise;Freigeschaltet fuer: 1 Land/Laender besucht (kumuliert).;Kompass-Nadel mit wachsender Punktreihe rundherum;variabel;Aufnaeher, Gravur, Kapitelmarke
B222;Meilenstein;Meilenstein: Reise-Trio;Freigeschaltet fuer: 3 Land/Laender besucht (kumuliert).;Kompass-Nadel mit wachsender Punktreihe rundherum;variabel;Aufnaeher, Gravur, Kapitelmarke
B223;Meilenstein;Meilenstein: Fuenf-Laender-Club;Freigeschaltet fuer: 5 Land/Laender besucht (kumuliert).;Kompass-Nadel mit wachsender Punktreihe rundherum;variabel;Aufnaeher, Gravur, Kapitelmarke
B224;Meilenstein;Meilenstein: Zehnfach-Reisender;Freigeschaltet fuer: 10 Land/Laender besucht (kumuliert).;Kompass-Nadel mit wachsender Punktreihe rundherum;variabel;Aufnaeher, Gravur, Kapitelmarke
B225;Meilenstein;Meilenstein: Fernwehsammler;Freigeschaltet fuer: 15 Land/Laender besucht (kumuliert).;Kompass-Nadel mit wachsender Punktreihe rundherum;variabel;Aufnaeher, Gravur, Kapitelmarke
B226;Meilenstein;Meilenstein: Weltenbummler-Anwaerter;Freigeschaltet fuer: 20 Land/Laender besucht (kumuliert).;Kompass-Nadel mit wachsender Punktreihe rundherum;variabel;Aufnaeher, Gravur, Kapitelmarke
B227;Meilenstein;Meilenstein: Vielreiser;Freigeschaltet fuer: 25 Land/Laender besucht (kumuliert).;Kompass-Nadel mit wachsender Punktreihe rundherum;variabel;Aufnaeher, Gravur, Kapitelmarke
B228;Meilenstein;Meilenstein: Dreissig-Laender-Marke;Freigeschaltet fuer: 30 Land/Laender besucht (kumuliert).;Kompass-Nadel mit wachsender Punktreihe rundherum;variabel;Aufnaeher, Gravur, Kapitelmarke
B229;Meilenstein;Meilenstein: Vierzig-Laender-Club;Freigeschaltet fuer: 40 Land/Laender besucht (kumuliert).;Kompass-Nadel mit wachsender Punktreihe rundherum;variabel;Aufnaeher, Gravur, Kapitelmarke
B230;Meilenstein;Meilenstein: Halbes-Hundert-Club;Freigeschaltet fuer: 50 Land/Laender besucht (kumuliert).;Kompass-Nadel mit wachsender Punktreihe rundherum;variabel;Aufnaeher, Gravur, Kapitelmarke
B231;Meilenstein;Meilenstein: Sechzig-und-weiter;Freigeschaltet fuer: 60 Land/Laender besucht (kumuliert).;Kompass-Nadel mit wachsender Punktreihe rundherum;variabel;Aufnaeher, Gravur, Kapitelmarke
B232;Meilenstein;Meilenstein: Dreiviertelhundert;Freigeschaltet fuer: 75 Land/Laender besucht (kumuliert).;Kompass-Nadel mit wachsender Punktreihe rundherum;variabel;Aufnaeher, Gravur, Kapitelmarke
B233;Meilenstein;Meilenstein: Jahrhundert-Reisender;Freigeschaltet fuer: 100 Land/Laender besucht (kumuliert).;Kompass-Nadel mit wachsender Punktreihe rundherum;variabel;Aufnaeher, Gravur, Kapitelmarke
B234;Meilenstein;Meilenstein: 125-Club;Freigeschaltet fuer: 125 Land/Laender besucht (kumuliert).;Kompass-Nadel mit wachsender Punktreihe rundherum;variabel;Aufnaeher, Gravur, Kapitelmarke
B235;Meilenstein;Meilenstein: Globetrotter-Elite;Freigeschaltet fuer: 150 Land/Laender besucht (kumuliert).;Kompass-Nadel mit wachsender Punktreihe rundherum;variabel;Aufnaeher, Gravur, Kapitelmarke
B236;Meilenstein;Meilenstein: 175-Klub;Freigeschaltet fuer: 175 Land/Laender besucht (kumuliert).;Kompass-Nadel mit wachsender Punktreihe rundherum;variabel;Aufnaeher, Gravur, Kapitelmarke
B237;Meilenstein;Meilenstein: Alle 195 Laender;Freigeschaltet fuer: 195 Land/Laender besucht (kumuliert).;Kompass-Nadel mit wachsender Punktreihe rundherum;variabel;Aufnaeher, Gravur, Kapitelmarke
B238;Meilenstein;Kontinent komplett: Europa;Freigeschaltet fuer: alle Laender Europas besucht.;Europakontur, vereinfachte Linienfuehrung;variabel;Aufnaeher, Gravur, Kapitelmarke
B239;Meilenstein;Kontinent komplett: Afrika;Freigeschaltet fuer: alle Laender Afrikas besucht.;Afrikakontur, vereinfachte Linienfuehrung;variabel;Aufnaeher, Gravur, Kapitelmarke
B240;Meilenstein;Kontinent komplett: Asien;Freigeschaltet fuer: alle Laender Asiens besucht.;Asienkontur, vereinfachte Linienfuehrung;variabel;Aufnaeher, Gravur, Kapitelmarke
B241;Meilenstein;Kontinent komplett: Suedamerika;Freigeschaltet fuer: alle Laender Suedamerikas besucht.;Suedamerikakontur, vereinfachte Linienfuehrung;variabel;Aufnaeher, Gravur, Kapitelmarke
B242;Meilenstein;Kontinent komplett: Nordamerika;Freigeschaltet fuer: alle Laender Nordamerikas und der Karibik besucht.;Nordamerikakontur, vereinfachte Linienfuehrung;variabel;Aufnaeher, Gravur, Kapitelmarke
B243;Meilenstein;Kontinent komplett: Ozeanien;Freigeschaltet fuer: alle Laender Ozeaniens besucht.;Ozeanienkontur, vereinfachte Linienfuehrung;variabel;Aufnaeher, Gravur, Kapitelmarke
B244;Meilenstein;Alle 7 Kontinente;Freigeschaltet fuer: auf allen 7 Kontinenten (inkl. Antarktis-Expedition) gewesen.;sieben kleine Landmassen im Kreis angeordnet;variabel;Aufnaeher, Gravur, Kapitelmarke
B245;Meilenstein;Erste Rubbelkarte;Freigeschaltet fuer: erstes Feld auf der Scratch Map freigerubbelt.;Kratzspur-Symbol, kurze Diagonale;variabel;Aufnaeher, Gravur, Kapitelmarke
B246;Meilenstein;Halbe Karte;Freigeschaltet fuer: 50% der Scratch-Map-Flaeche freigerubbelt.;halbgefuelltes Kreissegment;variabel;Aufnaeher, Gravur, Kapitelmarke
B247;Meilenstein;Karte komplett;Freigeschaltet fuer: 100% der Scratch Map freigerubbelt.;voller Kreis mit Sternchen;variabel;Aufnaeher, Gravur, Kapitelmarke
B248;Meilenstein;Erster Journal-Eintrag;Freigeschaltet fuer: erste Notiz im Travel Journal geschrieben.;aufgeschlagenes Buch, schlicht;variabel;Aufnaeher, Gravur, Kapitelmarke
B249;Meilenstein;Zehn Journal-Eintraege;Freigeschaltet fuer: 10 Eintraege im Travel Journal.;Federkiel-Silhouette;variabel;Aufnaeher, Gravur, Kapitelmarke
B250;Meilenstein;Fuenfzig Journal-Eintraege;Freigeschaltet fuer: 50 Eintraege im Travel Journal.;Federkiel mit Punktereihe;variabel;Aufnaeher, Gravur, Kapitelmarke
B251;Meilenstein;Passport voll;Freigeschaltet fuer: alle Stempelfelder im Fun Passport belegt.;voll gestempeltes Passfeld-Muster;variabel;Aufnaeher, Gravur, Kapitelmarke
B252;Meilenstein;Erstes Foto hochgeladen;Freigeschaltet fuer: erstes Reisefoto im Profil hochgeladen.;Kamerablende, vereinfacht;variabel;Aufnaeher, Gravur, Kapitelmarke
B253;Meilenstein;Hundert Fotos;Freigeschaltet fuer: 100 Reisefotos hochgeladen.;Kamerablende mit Punktekranz;variabel;Aufnaeher, Gravur, Kapitelmarke
B254;Meilenstein;Ein Jahr dabei;Freigeschaltet fuer: 1 Jahr Mitgliedschaft.;Kalenderblatt mit Kompassnadel;variabel;Aufnaeher, Gravur, Kapitelmarke
B255;Meilenstein;Drei Jahre dabei;Freigeschaltet fuer: 3 Jahre Mitgliedschaft.;Kalenderblatt mit drei Punkten;variabel;Aufnaeher, Gravur, Kapitelmarke
B256;Meilenstein;Fuenf Jahre dabei;Freigeschaltet fuer: 5 Jahre Mitgliedschaft.;Kalenderblatt mit Lorbeerzweig;variabel;Aufnaeher, Gravur, Kapitelmarke
B257;Meilenstein;Erste Bestellung;Freigeschaltet fuer: erstes Produkt im Shop bestellt.;Geschenkband-Schleife, schlicht;variabel;Aufnaeher, Gravur, Kapitelmarke
B258;Meilenstein;Fuenf Bestellungen;Freigeschaltet fuer: 5 Produkte im Shop bestellt.;Geschenkband mit fuenf Punkten;variabel;Aufnaeher, Gravur, Kapitelmarke
B259;Meilenstein;Sammelkarte komplett;Freigeschaltet fuer: alle Basis-Laenderbadges einer Region gesammelt.;Regionsrahmen mit Haken;variabel;Aufnaeher, Gravur, Kapitelmarke
B260;Meilenstein;Soloreisender;Freigeschaltet fuer: 5 Reisen allein dokumentiert.;einzelne Fussspur;variabel;Aufnaeher, Gravur, Kapitelmarke
B261;Meilenstein;Zu zweit unterwegs;Freigeschaltet fuer: 5 Reisen mit Begleitung dokumentiert.;zwei verschraenkte Fussspuren;variabel;Aufnaeher, Gravur, Kapitelmarke
B262;Meilenstein;Gruppenabenteuer;Freigeschaltet fuer: eine Reise mit 4+ Personen dokumentiert.;Kreis aus vier Punkten;variabel;Aufnaeher, Gravur, Kapitelmarke
B263;Meilenstein;Roadtrip-Veteran;Freigeschaltet fuer: 3 dokumentierte Roadtrips.;geschwungene Strassenlinie;variabel;Aufnaeher, Gravur, Kapitelmarke
B264;Meilenstein;Bahnreisender;Freigeschaltet fuer: 3 dokumentierte Zugreisen.;Schienen-Doppellinie;variabel;Aufnaeher, Gravur, Kapitelmarke
B265;Meilenstein;Segeltoerns;Freigeschaltet fuer: 2 dokumentierte Bootsreisen.;Segel-Dreieck auf Welle;variabel;Aufnaeher, Gravur, Kapitelmarke
B266;Meilenstein;Wanderer;Freigeschaltet fuer: 5 dokumentierte Trekkingtouren.;Wanderpfad-Zickzacklinie;variabel;Aufnaeher, Gravur, Kapitelmarke
B267;Meilenstein;Staedtetrip-Serie;Freigeschaltet fuer: 10 Staedtetrips dokumentiert.;Skyline-Silhouette, drei Bloecke;variabel;Aufnaeher, Gravur, Kapitelmarke
B268;Meilenstein;Fruehbucher;Freigeschaltet fuer: eine Reise mehr als 6 Monate im Voraus geplant.;Kalenderblatt mit Pfeil nach vorn;variabel;Aufnaeher, Gravur, Kapitelmarke
B269;Meilenstein;Last-Minute-Spontan;Freigeschaltet fuer: eine Reise innerhalb von 48h gebucht.;Blitzsymbol, schlicht;variabel;Aufnaeher, Gravur, Kapitelmarke
B270;Meilenstein;Nachhaltig unterwegs;Freigeschaltet fuer: 3 Reisen mit CO2-Ausgleich dokumentiert.;Blatt in Kreisform;variabel;Aufnaeher, Gravur, Kapitelmarke
B271;Meilenstein;Kulinarik-Entdecker;Freigeschaltet fuer: 10 lokale Gerichte im Journal dokumentiert.;Besteck-Kreuz, schlicht;variabel;Aufnaeher, Gravur, Kapitelmarke
B272;Meilenstein;Sprachlerner;Freigeschaltet fuer: eine Reise mit dokumentiertem Sprachlern-Fortschritt.;Sprechblase mit Punkt;variabel;Aufnaeher, Gravur, Kapitelmarke
B273;Meilenstein;Freiwilligenarbeit;Freigeschaltet fuer: eine dokumentierte Volunteering-Reise.;zwei verschraenkte Haende, schlicht;variabel;Aufnaeher, Gravur, Kapitelmarke
B274;Meilenstein;Wiederkehrer;Freigeschaltet fuer: dasselbe Land dreimal besucht.;Kreis mit drei Umlaufpunkten;variabel;Aufnaeher, Gravur, Kapitelmarke
B275;Meilenstein;Grenzgaenger;Freigeschaltet fuer: zwei Laendergrenzen an einem Tag ueberquert.;gestrichelte Linie mit Pfeil;variabel;Aufnaeher, Gravur, Kapitelmarke
B276;Aktivitaet;Erster Freund geworben;Freigeschaltet fuer: einen Freund erfolgreich eingeladen.;zwei Kompassnadeln, verschraenkt;Bronze;Digitales Profil-Badge, optionaler Aufnaeher
B277;Aktivitaet;Fuenf Freunde geworben;Freigeschaltet fuer: 5 Freunde erfolgreich eingeladen.;fuenf kleine Kompassnadeln im Kreis;Bronze;Digitales Profil-Badge, optionaler Aufnaeher
B278;Aktivitaet;Erste Bewertung;Freigeschaltet fuer: erste Produktbewertung geschrieben.;Sternform, vereinfacht;Bronze;Digitales Profil-Badge, optionaler Aufnaeher
B279;Aktivitaet;Zehn Bewertungen;Freigeschaltet fuer: 10 Produktbewertungen geschrieben.;Sternenreihe;Bronze;Digitales Profil-Badge, optionaler Aufnaeher
B280;Aktivitaet;Community-Beitrag;Freigeschaltet fuer: einen Reisetipp mit der Community geteilt.;Sprechblase mit Wegpunkt;Bronze;Digitales Profil-Badge, optionaler Aufnaeher
B281;Aktivitaet;Social-Sharer;Freigeschaltet fuer: 3 Reisefotos oeffentlich geteilt.;Verbindungslinien-Netz, klein;Bronze;Digitales Profil-Badge, optionaler Aufnaeher
B282;Aktivitaet;Newsletter-Abonnent;Freigeschaltet fuer: Newsletter abonniert.;Briefumschlag mit Wegpunkt;Bronze;Digitales Profil-Badge, optionaler Aufnaeher
B283;Aktivitaet;Profil komplett;Freigeschaltet fuer: Profil zu 100% ausgefuellt.;Haken im Kreis;Bronze;Digitales Profil-Badge, optionaler Aufnaeher
B284;Aktivitaet;Erster Kommentar;Freigeschaltet fuer: ersten Kommentar unter einem Community-Beitrag verfasst.;Sprechblase, schlicht;Bronze;Digitales Profil-Badge, optionaler Aufnaeher
